overflow 1ms,,,,
,over 250us,over 300us,over 400us,over 1ms
634,1.636353,1.538211,1.20276,0.002629
635,1.636928,1.536851,1.20086,0.001893
636,1.6264,1.532842,1.195221,0.000909
637,1.643705,1.540063,1.199029,0.001935
638,1.624263,1.528473,1.192585,0.000922
639,2.325849,2.2009,1.833371,0.626783
640,1.651625,1.555481,1.219191,0.023471
641,1.630859,1.535776,1.200783,0.000985
642,1.642401,1.544668,1.204439,0.002414
643,1.630589,1.535423,1.197232,0.001131
644,1.629229,1.533481,1.195901,0.000881
645,1.628446,1.532267,1.193938,0.000957
646,1.648164,1.541963,1.200159,0.002483
647,1.625907,1.530623,1.192981,0.000971
648,1.627821,1.531018,1.194208,0.000888
649,1.621753,1.528105,1.192384,0.001013
650,1.624666,1.528528,1.191136,0.000916
651,1.641353,1.539203,1.198425,0.001831
652,1.625852,1.531067,1.193029,0.000895
653,1.630194,1.536227,1.2,0.00095
654,1.628675,1.533682,1.197461,0.000978
655,1.645154,1.545424,1.208982,0.002525
656,1.644613,1.547234,1.211909,0.00163
657,2.137742,1.985189,1.621995,0.379049
658,1.715053,1.585021,1.23187,0.016105
659,2.205596,2.076326,1.704851,0.452902
660,1.690168,1.571572,1.220953,0.009925
661,2.176035,2.034898,1.672349,0.435645
662,1.936763,1.77674,1.419789,0.181205
663,1.66171,1.553705,1.215571,0.00233
664,1.774944,1.605689,1.251935,0.010216
665,1.670817,1.557867,1.215328,0.002136
666,1.632226,1.534306,1.19864,0.00086
667,1.625859,1.528258,1.192558,0.000964
668,1.631123,1.5338,1.19529,0.00095
669,1.649628,1.54378,1.200992,0.002289
670,1.628369,1.531414,1.193071,0.000867
671,1.628966,1.531525,1.193466,0.000825
672,1.627433,1.530734,1.192537,0.000798
673,1.63912,1.538128,1.198231,0.001935
674,1.63095,1.533557,1.195956,0.000936
675,1.626108,1.529548,1.191066,0.00077
676,1.62642,1.531233,1.192315,0.000811
677,1.626074,1.530408,1.192162,0.000763
678,1.639078,1.537947,1.198453,0.002004
679,1.627378,1.530096,1.192204,0.000805
680,1.625734,1.529423,1.191739,0.000846
681,1.625644,1.528834,1.190255,0.000916
682,1.642997,1.542081,1.19991,0.002407
683,1.649725,1.550071,1.210438,0.014593
684,1.947188,1.835716,1.485936,0.268582
685,1.628772,1.531004,1.189929,0.001394
686,1.630076,1.532239,1.193196,0.001061
687,1.648379,1.54258,1.201546,0.001942
688,1.628806,1.531844,1.191538,0.000902
689,1.635784,1.538884,1.198127,0.000909
690,1.635964,1.538072,1.201942,0.00102
691,1.64127,1.542844,1.205618,0.002434
692,1.649683,1.547324,1.206034,0.001262
693,1.632468,1.53656,1.199854,0.000874
694,1.89777,1.788372,1.440055,0.22402
695,1.631095,1.534327,1.193522,0.001013
696,1.647283,1.544821,1.199764,0.002206
697,1.633058,1.53629,1.198828,0.000909
698,1.631602,1.533973,1.197024,0.000874
699,1.700738,1.560898,1.21668,0.00233
700,1.714762,1.579819,1.234256,0.002754
701,1.742311,1.58294,1.23282,0.002497
702,1.676331,1.563651,1.215328,0.002358
703,1.632496,1.534514,1.195526,0.000916
704,1.711551,1.609837,1.262963,0.060917
705,1.644995,1.54394,1.2012,0.00224
706,1.690993,1.591034,1.250284,0.050077
707,1.630464,1.535076,1.195054,0.000881
708,1.630554,1.53312,1.194014,0.000805
709,1.630748,1.534764,1.194715,0.000916
710,1.651466,1.549065,1.2062,0.002095
711,1.631914,1.534764,1.194694,0.000909
712,1.637011,1.536449,1.196456,0.001498
713,1.66868,1.560946,1.213823,0.00231
714,1.72717,1.591346,1.235012,0.006672
715,1.637587,1.538523,1.197766,0.001283
716,1.633148,1.535977,1.19787,0.001047
717,1.633009,1.534576,1.195831,0.000881
718,1.638426,1.542712,1.204584,0.000881
719,1.661543,1.551978,1.211374,0.00215
720,1.63973,1.542622,1.208579,0.001054
721,1.642803,1.545278,1.209807,0.00095
722,1.636068,1.538752,1.202982,0.000992
723,1.657229,1.554122,1.213247,0.006818
724,1.637407,1.539702,1.201838,0.000922
725,1.633703,1.536179,1.195297,0.000922
726,1.963376,1.847097,1.481857,0.258415
727,1.633634,1.534126,1.194618,0.000978
728,1.719527,1.609338,1.264586,0.060251
729,1.633592,1.53493,1.196435,0.001027
730,1.726629,1.623452,1.278985,0.075614
731,1.632683,1.535742,1.196206,0.001068
732,1.647498,1.542275,1.201089,0.002067
733,1.635056,1.538086,1.199944,0.000978
734,1.630083,1.532815,1.19495,0.000943
735,1.634411,1.536269,1.197121,0.000888
736,1.630929,1.534694,1.195103,0.000791
737,1.648837,1.54575,1.208968,0.002178
738,1.634078,1.537711,1.201574,0.000874
739,1.634112,1.537455,1.200381,0.000853
740,1.634452,1.537226,1.202559,0.000971
741,1.64462,1.543537,1.202212,0.002199
742,1.637455,1.540146,1.199868,0.001089
743,1.63362,1.537129,1.198564,0.000992
744,1.634917,1.539293,1.202178,0.000916
745,1.639321,1.541034,1.202719,0.001144
746,1.645591,1.545466,1.205632,0.002261
747,1.638849,1.54093,1.204258,0.001186
748,1.648691,1.551507,1.213705,0.009571
749,1.635964,1.538897,1.197905,0.000992
750,1.656966,1.557846,1.215369,0.0189
751,1.637816,1.538537,1.19751,0.001047
752,1.631074,1.532836,1.195006,0.000922
753,1.630353,1.532399,1.194631,0.000867
754,1.631421,1.53294,1.195568,0.001228
755,1.649392,1.544536,1.201602,0.002566
756,1.630728,1.533425,1.19579,0.000902
757,1.630693,1.53382,1.195589,0.000992
758,1.635271,1.537517,1.201748,0.000922
759,1.635562,1.537212,1.200555,0.000909
760,1.651611,1.548517,1.208898,0.002268
761,1.705551,1.604087,1.262131,0.057768
762,1.627766,1.530242,1.190643,0.000805
763,1.631373,1.533834,1.192634,0.000777
764,1.656133,1.547102,1.203787,0.002469
765,1.739606,1.637719,1.294313,0.096255
766,1.628772,1.531698,1.191046,0.001082
767,1.63079,1.53269,1.193279,0.000936
768,1.635402,1.536817,1.196469,0.001013
769,1.651258,1.546513,1.202968,0.00274
770,1.735445,1.6326,1.285491,0.085158
771,1.63568,1.539619,1.201345,0.001089
772,1.972323,1.858742,1.511529,0.292608
773,1.646347,1.543489,1.203662,0.002497
774,1.638565,1.540083,1.201533,0.001193
775,1.641436,1.543891,1.20645,0.001033
776,1.637025,1.539487,1.202191,0.001179
777,1.63654,1.540631,1.203204,0.000929
778,1.646326,1.541568,1.200457,0.002011
779,1.634196,1.537281,1.197447,0.001068
780,1.631484,1.534784,1.195998,0.000929
781,1.819382,1.587538,1.195977,0.001463
782,1.744551,1.542643,1.197399,0.00129
783,1.639973,1.537781,1.202823,0.001082
784,1.638412,1.538627,1.198911,0.001193
785,1.68079,1.559344,1.21376,0.004744
786,1.643046,1.543433,1.205167,0.001131
787,1.752652,1.6484,1.308802,0.106597
788,1.681761,1.556799,1.204889,0.004966
789,1.635409,1.536928,1.196525,0.001033
790,1.660531,1.549024,1.208163,0.003177
791,1.654462,1.555946,1.213684,0.014669
792,1.691811,1.592761,1.255306,0.055459
793,1.741701,1.637462,1.293772,0.092475
794,1.712341,1.570129,1.211201,0.008476
795,1.630325,1.53219,1.193348,0.001151
796,1.630339,1.533869,1.198259,0.001054
797,1.631927,1.534028,1.197371,0.000874
798,1.633141,1.535048,1.198085,0.000978
799,1.684203,1.557409,1.213039,0.0043
800,1.718452,1.607659,1.263178,0.047434
801,1.678515,1.577641,1.20206,0.001158
802,1.636561,1.537802,1.204799,0.001228
803,1.637303,1.539945,1.201394,0.000999
804,1.635909,1.538682,1.204133,0.001165
805,1.669714,1.556882,1.21168,0.005257
806,1.680055,1.558866,1.215501,0.005556
807,1.636186,1.538322,1.204446,0.001013
808,1.714193,1.611356,1.273103,0.069899
809,1.640791,1.543052,1.205978,0.001519
810,2.066664,1.918099,1.562819,0.334833
811,1.628536,1.529798,1.19314,0.001165
812,1.676157,1.554628,1.205528,0.005902
813,1.632378,1.535388,1.195894,0.001151
814,1.664984,1.551992,1.206942,0.004453
815,1.630395,1.531109,1.193064,0.001332
816,1.633863,1.53459,1.196518,0.001304
817,1.636006,1.537947,1.20206,0.001137
818,1.672356,1.55847,1.215474,0.005271
819,1.660621,1.555252,1.218574,0.004127
820,1.637317,1.541311,1.206769,0.001193
821,1.632767,1.537268,1.205007,0.001061
822,1.634348,1.536179,1.200208,0.001124
823,1.662431,1.549794,1.204238,0.003745
824,1.669665,1.552894,1.207823,0.005139
825,1.630339,1.530831,1.190976,0.00111
826,1.63104,1.531844,1.193702,0.001186
827,1.627988,1.530623,1.192079,0.001061
828,1.66189,1.548462,1.203482,0.004217
829,1.632156,1.533231,1.196164,0.001713
830,1.856398,1.736693,1.385977,0.177411
831,1.786756,1.679736,1.332848,0.123048
832,1.671857,1.56087,1.219136,0.017402
833,1.629812,1.533092,1.195658,0.001082
834,1.632788,1.533592,1.195838,0.0012
835,1.629895,1.532579,1.193938,0.001131
836,1.665206,1.551694,1.205985,0.005299
837,1.656043,1.545126,1.203454,0.00301
838,1.635167,1.537836,1.200215,0.00129
839,1.634341,1.535693,1.200839,0.001276
840,1.633911,1.536248,1.201061,0.001221
841,1.668119,1.554905,1.211,0.003634
842,1.665885,1.551777,1.206589,0.005486
843,1.635874,1.537212,1.199473,0.001547
844,1.634723,1.536075,1.200832,0.001574
845,1.635881,1.537046,1.200194,0.00145
846,1.650481,1.546284,1.20842,0.003045
847,1.63251,1.536595,1.201269,0.001137
848,1.681768,1.558734,1.209849,0.005563
849,1.63337,1.534784,1.193071,0.001644
850,1.652132,1.545036,1.202809,0.003766
851,1.63174,1.535117,1.198349,0.001047
852,1.706751,1.604184,1.260369,0.064649
853,1.631754,1.531948,1.191892,0.001526
854,1.763465,1.637005,1.286538,0.083452
855,1.661197,1.547741,1.203239,0.005667
856,1.627828,1.530477,1.191691,0.001477
857,1.629979,1.532738,1.194188,0.001207
858,1.636824,1.540132,1.204765,0.001283
859,1.638315,1.539674,1.20541,0.001297
860,1.699295,1.568624,1.218185,0.00686
861,1.632337,1.535235,1.199133,0.001193
862,1.628654,1.530817,1.192565,0.001248
863,1.631595,1.531941,1.191961,0.00129
864,1.666863,1.553157,1.206159,0.004966
865,1.629327,1.533231,1.194375,0.001186
866,1.740098,1.62443,1.274608,0.071099
867,1.629417,1.531552,1.194846,0.001561
868,1.722835,1.591166,1.222312,0.016861
869,1.67099,1.556396,1.208122,0.005112
870,1.628994,1.531448,1.193542,0.00154
871,1.63113,1.534757,1.19803,0.001158
872,1.670289,1.553934,1.213136,0.003919
873,1.858604,1.739655,1.379672,0.15392
874,1.629458,1.533175,1.195568,0.001588
875,1.631872,1.533765,1.197364,0.001519
876,1.663798,1.564713,1.22372,0.028208
877,1.632767,1.535547,1.199403,0.001512
878,1.708298,1.587996,1.237842,0.02243
879,1.632968,1.536706,1.199452,0.001491
880,1.634196,1.537247,1.199029,0.001346
881,1.635909,1.538072,1.197087,0.001658
882,1.665407,1.553456,1.209543,0.003822
883,1.628695,1.531317,1.193806,0.001179
884,1.669409,1.549981,1.202712,0.004612
885,1.63414,1.53604,1.197309,0.001692
886,1.630194,1.531011,1.193549,0.001498
887,1.663874,1.55073,1.201983,0.003794
888,1.627045,1.529777,1.190588,0.001124
889,1.629375,1.530866,1.19409,0.001436
890,1.661869,1.552103,1.207067,0.005687
891,1.654351,1.545972,1.203253,0.003648
892,1.627412,1.530075,1.191122,0.00129
893,2.153716,2.026617,1.65913,0.389099
894,1.636346,1.539445,1.20156,0.001512
895,2.056496,1.936847,1.570594,0.338939
896,1.711696,1.582316,1.231585,0.0086
897,1.650661,1.549773,1.206214,0.002233
898,2.075008,1.950302,1.586928,0.348552
899,1.627863,1.531358,1.191184,0.001235
900,1.655343,1.547637,1.204813,0.005479
901,1.628002,1.530637,1.191531,0.001179
902,2.048305,1.915138,1.555356,0.326219
903,1.631484,1.533494,1.191559,0.001796
904,1.627315,1.528695,1.19022,0.001401
905,1.658693,1.546971,1.207546,0.003558
906,1.632073,1.53475,1.198529,0.001248
907,1.632725,1.534778,1.197198,0.00145
908,1.66558,1.553359,1.210209,0.005195
909,1.657652,1.546021,1.205604,0.004245
910,1.62717,1.53002,1.192863,0.001054
911,1.628238,1.531774,1.194181,0.000978
912,1.628085,1.530741,1.19158,0.001332
913,1.629118,1.532288,1.193584,0.001158
914,1.692137,1.566835,1.21899,0.014045
915,1.625075,1.527578,1.189395,0.001276
916,1.629999,1.532475,1.195374,0.001242
917,2.330988,2.195643,1.808277,0.565338
918,1.665552,1.548406,1.1995,0.005798
919,1.629999,1.532066,1.193223,0.001117
920,1.880889,1.75397,1.395014,0.168617
921,1.629805,1.53192,1.194305,0.001255
922,1.630755,1.531955,1.195949,0.001075
923,1.655981,1.54437,1.204016,0.003725
924,1.632614,1.535242,1.198009,0.001179
925,1.632045,1.531511,1.196386,0.001318
926,1.6788,1.560225,1.216569,0.006554
927,1.682046,1.563242,1.21453,0.004557
928,1.635139,1.535998,1.195783,0.001408
929,1.630415,1.532301,1.192724,0.001387
930,1.630117,1.53201,1.194132,0.001519
931,1.629257,1.531219,1.193487,0.001165
932,1.694516,1.564144,1.216451,0.008378
933,1.6307,1.532926,1.190491,0.00188
934,1.63183,1.533543,1.193785,0.001783
935,1.630762,1.533813,1.195505,0.001547
936,1.631539,1.53287,1.196941,0.001505
937,1.838636,1.722211,1.378195,0.169359
938,1.678765,1.55297,1.203898,0.006638
939,1.842839,1.730929,1.37687,0.174006
940,1.636838,1.538918,1.199715,0.001893
941,1.671309,1.556494,1.213601,0.006769
942,1.638274,1.539966,1.205548,0.005826
943,1.638842,1.539286,1.204182,0.001658
944,1.688108,1.567931,1.21985,0.007733
945,1.639994,1.539473,1.201893,0.001831
946,1.660621,1.552519,1.208274,0.005549
947,1.63518,1.53613,1.197003,0.001352
948,1.632094,1.532523,1.195783,0.001498
949,1.635187,1.535478,1.195061,0.001866
950,1.749115,1.603144,1.241372,0.020398
951,1.634355,1.533897,1.196449,0.001436
952,1.633523,1.53586,1.197316,0.001339
953,1.747395,1.6338,1.286247,0.082259
954,1.771629,1.617882,1.257636,0.028374
955,1.629979,1.527384,1.187994,0.002344
956,1.635756,1.522466,1.184907,0.000805
957,1.616669,1.515343,1.181294,0.000395
958,1.610877,1.510509,1.17347,0.000458
959,1.628439,1.525803,1.185781,0.003003
960,1.612486,1.513949,1.175059,0.00043
961,1.742963,1.634736,1.287703,0.098475
962,1.610579,1.511938,1.175641,0.000402
963,1.659622,1.55933,1.225413,0.040741
964,1.737907,1.631636,1.285872,0.087044
965,1.616017,1.518048,1.183056,0.000569
966,1.611418,1.513845,1.181627,0.000569
967,1.623452,1.523451,1.187945,0.002809
968,1.624111,1.523486,1.188778,0.002629
969,1.614449,1.516842,1.185767,0.000486
970,1.620893,1.521038,1.185157,0.000881
971,1.620414,1.522418,1.184748,0.001096
972,1.618299,1.520053,1.184949,0.000694
973,1.661682,1.555939,1.21392,0.0232
974,1.615067,1.516051,1.178478,0.000347
975,1.612341,1.512957,1.176189,0.000347
976,1.617619,1.518693,1.181759,0.000437
977,1.623813,1.522772,1.184831,0.00172
978,1.613499,1.511765,1.175953,0.000402
979,1.631657,1.525643,1.186773,0.003683
980,1.614338,1.515024,1.180156,0.000395
981,1.616918,1.517875,1.186267,0.000479
982,1.628432,1.524395,1.187772,0.002823
983,1.625533,1.525338,1.192641,0.004807
984,1.614727,1.515399,1.179754,0.000451
985,1.61893,1.518014,1.180628,0.001838
986,1.686374,1.57839,1.23599,0.042773
987,1.613929,1.515336,1.179345,0.000437
988,1.614317,1.515808,1.178714,0.000381
989,1.614102,1.513963,1.178637,0.000375
990,1.611307,1.512534,1.178422,0.000416
991,1.629639,1.525449,1.186863,0.003135
992,1.61216,1.512729,1.17768,0.000354
993,1.611432,1.512659,1.176147,0.000388
994,1.615302,1.517133,1.181266,0.000381
995,1.621982,1.520018,1.186503,0.000437
996,1.619318,1.518693,1.182417,0.000361
997,1.619159,1.520476,1.185892,0.000499
998,1.628688,1.526253,1.193397,0.00258
999,1.615545,1.517119,1.182716,0.00043
1000,1.630478,1.528306,1.193161,0.003343
1001,1.628418,1.523916,1.190609,0.000381
1002,1.632919,1.524624,1.191656,0.000444
1003,1.636616,1.527793,1.192995,0.000465
1004,1.641901,1.530838,1.19409,0.003135
1005,1.700731,1.578591,1.234512,0.042648
1006,1.616509,1.515406,1.182542,0.000458
1007,1.86246,1.744981,1.398745,0.205529
1008,2.104888,1.967038,1.600106,0.368659
1009,1.81409,1.697166,1.345166,0.140436
1010,1.642948,1.530027,1.190539,0.003454
1011,1.619956,1.519657,1.183763,0.00043
1012,1.612757,1.51397,1.180288,0.00043
1013,1.622779,1.519484,1.187245,0.000409
1014,1.631706,1.526836,1.190414,0.001401
1015,1.620927,1.518236,1.184776,0.000416
1016,1.647734,1.532197,1.191198,0.003933
1017,1.617959,1.518132,1.181696,0.000381
1018,1.623077,1.5187,1.182105,0.001672
1019,1.618285,1.513228,1.177715,0.000444
1020,1.617536,1.515649,1.181079,0.000354
1021,1.618673,1.51415,1.177368,0.000437
1022,1.622717,1.521565,1.184831,0.002434
1023,1.629382,1.524429,1.188278,0.00188
1024,1.621656,1.519373,1.186648,0.000492
1025,1.623161,1.520615,1.187286,0.000395
1026,1.749302,1.63783,1.296727,0.096803
1027,1.858812,1.747728,1.401235,0.216058
1028,1.63853,1.52617,1.185004,0.003024
1029,1.614172,1.514074,1.178083,0.000527
1030,1.675318,1.573029,1.237793,0.048377
1031,1.622155,1.518999,1.184332,0.000492
1032,1.644363,1.535346,1.200256,0.003489
1033,1.626205,1.522154,1.187994,0.000409
1034,1.635083,1.528237,1.19228,0.003107
1035,1.613492,1.514976,1.180177,0.000423
1036,1.628619,1.523618,1.184769,0.002927
1037,1.613069,1.514164,1.179962,0.000423
1038,1.611293,1.513228,1.176633,0.000423
1039,1.61472,1.512181,1.179269,0.000388
1040,1.633786,1.528258,1.18952,0.003225
1041,1.625103,1.522952,1.18927,0.002164
1042,1.614449,1.514997,1.17895,0.000402
1043,1.614706,1.515697,1.178963,0.000437
1044,1.683294,1.580817,1.242391,0.058455
1045,1.614456,1.515586,1.178644,0.000361
1046,1.626261,1.523222,1.183659,0.002525
1047,1.614768,1.513228,1.178936,0.000361
1048,1.612223,1.514504,1.175239,0.000416
1049,1.755753,1.650724,1.314253,0.122861
1050,1.632982,1.531781,1.1995,0.002046
1051,1.624014,1.522987,1.190838,0.000368
1052,1.75284,1.643559,1.302511,0.101513
1053,1.616447,1.516141,1.180427,0.000444
1054,1.61653,1.516717,1.18026,0.000437
1055,1.630402,1.526864,1.189048,0.002781
1056,1.615295,1.51576,1.177278,0.000472
1057,1.615046,1.515635,1.181211,0.000326
1058,1.62556,1.521731,1.182584,0.002788
1059,1.629715,1.52282,1.184158,0.002726
1060,1.615254,1.514733,1.17784,0.000423
1061,1.61696,1.51793,1.181807,0.00043
1062,1.614248,1.514185,1.17913,0.000416
1063,1.614637,1.514511,1.177444,0.000444
1064,1.642685,1.533772,1.193855,0.005292
1065,1.616239,1.516869,1.181072,0.000368
1066,1.612708,1.512957,1.174684,0.000423
1067,1.615129,1.515316,1.178644,0.000368
1068,1.627121,1.525393,1.190616,0.002726
1069,1.611342,1.51689,1.186114,0.00043
1070,1.620046,1.521801,1.188958,0.002337
1071,1.857099,1.751647,1.403857,0.21664
1072,1.61042,1.515392,1.180586,0.000402
1073,1.749788,1.646077,1.305167,0.112853
1074,1.678751,1.580602,1.242253,0.058046
1075,1.613194,1.516772,1.185074,0.000479
1076,1.612757,1.517396,1.185469,0.00034
1077,1.614907,1.519255,1.18445,0.000964
1078,1.61069,1.516238,1.182702,0.000368
1079,1.607798,1.513401,1.180156,0.000361
1080,2.526321,2.389707,2.023378,0.796308
1081,1.617376,1.518277,1.179608,0.002455
1082,1.618347,1.521461,1.182223,0.001491
1083,1.610454,1.514469,1.178658,0.000326
1084,1.608096,1.512937,1.178513,0.000361
1085,1.609546,1.515184,1.177361,0.000375
1086,1.611945,1.515739,1.179844,0.000985
1087,1.61601,1.516731,1.179886,0.001665
1088,1.607985,1.512742,1.178929,0.00027
1089,1.608408,1.51241,1.174212,0.00034
1090,1.61223,1.515933,1.180441,0.000416
1091,1.612979,1.517077,1.180378,0.000569
1092,1.609948,1.513713,1.178089,0.000354
1093,1.651806,1.552783,1.211173,0.032668
1094,1.606272,1.511785,1.17648,0.00034
1095,1.641326,1.544384,1.20921,0.031093
1096,1.759852,1.652832,1.312187,0.119747
1097,1.606314,1.511432,1.175752,0.000506
1098,1.611467,1.515441,1.179768,0.000492
1099,1.615982,1.517417,1.182091,0.002816
1100,1.612694,1.516578,1.17741,0.00043
1101,1.607902,1.511993,1.177625,0.00034
1102,1.611085,1.516162,1.182646,0.000381
1103,1.611467,1.515877,1.18524,0.000298
1104,1.611404,1.515108,1.182424,0.000375
1105,1.617217,1.520719,1.187134,0.000957
1106,1.61884,1.522217,1.189672,0.001228
1107,1.612174,1.517299,1.182903,0.000354
1108,1.610205,1.516072,1.179574,0.000305
1109,1.612632,1.515704,1.179192,0.000881
1110,1.610843,1.514747,1.177382,0.000347
1111,1.609227,1.514615,1.177708,0.000395
1112,1.614519,1.517937,1.182917,0.001401
1113,1.6063,1.51096,1.17777,0.000333
1114,1.861551,1.749767,1.391123,0.196866
1115,1.611148,1.515982,1.181814,0.000472
1116,2.175459,2.048631,1.682982,0.451473
1117,1.686277,1.58826,1.252199,0.073749
1118,1.614865,1.515094,1.180475,0.002462
1119,1.606778,1.510655,1.172055,0.000492
1120,1.608367,1.512479,1.17569,0.000375
1121,1.649787,1.542386,1.201311,0.005424
1122,1.638676,1.533612,1.192114,0.003752
1123,1.64822,1.540028,1.199618,0.005195
1124,1.705156,1.583828,1.230587,0.012408
1125,1.697291,1.579444,1.231627,0.010085
1126,1.699885,1.581324,1.232917,0.012325
1127,1.700141,1.579708,1.230122,0.011527
1128,1.711017,1.592324,1.242294,0.012741
1129,1.701272,1.585499,1.243841,0.009953
1130,1.710483,1.589668,1.246796,0.010979
1131,1.6965,1.58174,1.239888,0.009981
1132,1.712168,1.591762,1.245478,0.010515
1133,1.702805,1.583821,1.236281,0.012373
1134,1.739537,1.620809,1.273658,0.050125
1135,1.705107,1.58192,1.230247,0.009065
1136,2.003181,1.870367,1.497123,0.257742
1137,1.69865,1.575831,1.22465,0.009467
1138,1.693608,1.574548,1.226675,0.011652
1139,1.820942,1.69899,1.3512,0.128049
1140,1.685631,1.569699,1.220662,0.009599
1141,1.706494,1.581497,1.227909,0.010785
1142,1.690785,1.575401,1.229477,0.010778
1143,1.693046,1.574416,1.22578,0.010889
1144,1.698581,1.577308,1.228596,0.011014
1145,1.695397,1.579964,1.231051,0.010466
1146,1.695238,1.576802,1.227396,0.009128
1147,1.707708,1.58579,1.235927,0.010792
1148,1.694835,1.576864,1.233,0.010466
1149,1.798651,1.663277,1.29296,0.022847
1150,1.692803,1.577412,1.234554,0.008129
1151,1.821851,1.698948,1.349432,0.117479
1152,1.692012,1.576878,1.232688,0.010105
1153,1.706481,1.585714,1.238611,0.011444
1154,1.69788,1.582538,1.237224,0.012061
1155,1.700765,1.58165,1.236551,0.010806
1156,1.698671,1.579957,1.235143,0.010882
1157,1.713104,1.589224,1.236649,0.013775
1158,1.807764,1.681012,1.323901,0.09982
1159,1.710344,1.583342,1.231918,0.011097
1160,1.76918,1.634993,1.268643,0.020273
1161,1.801813,1.669485,1.307012,0.059273
1162,1.69813,1.577606,1.22886,0.011437
1163,1.708735,1.585367,1.235684,0.012908
1164,1.7063,1.582246,1.229851,0.010626
1165,1.704226,1.581553,1.232397,0.01064
1166,1.695106,1.577842,1.231807,0.010709
1167,1.70096,1.582004,1.234776,0.010681
1168,1.691922,1.575921,1.22947,0.010695
1169,1.69616,1.577155,1.228984,0.007414
1170,1.689925,1.573618,1.2263,0.009544
1171,1.70098,1.580589,1.230961,0.01048
1172,1.691693,1.574159,1.227195,0.01073
1173,1.693192,1.574353,1.226169,0.009655
1174,1.68543,1.571461,1.224906,0.009454
1175,1.696632,1.578251,1.229352,0.01143
1176,1.692436,1.576725,1.232765,0.010584
1177,1.715116,1.58948,1.235705,0.013393
1178,1.702763,1.579763,1.227368,0.009558
1179,1.699524,1.582746,1.233042,0.010542
1180,1.717515,1.599835,1.251637,0.023401
1181,1.825985,1.684237,1.307796,0.027091
1182,1.711613,1.586761,1.238542,0.010043
1183,1.887221,1.754622,1.402297,0.163983
1184,1.696763,1.579333,1.234048,0.00987
1185,1.699441,1.58002,1.236961,0.010556
1186,1.701147,1.582281,1.235164,0.011382
1187,2.419045,2.261151,1.880403,0.596258
1188,1.694572,1.575845,1.224927,0.008593
1189,1.702215,1.579201,1.22852,0.009613
1190,1.775034,1.641887,1.276377,0.019698
1191,1.794357,1.657396,1.288417,0.025142
1192,1.764034,1.631414,1.267062,0.020211
1193,1.691256,1.576053,1.230476,0.009211
1194,1.699031,1.579853,1.231995,0.010959
1195,1.705253,1.579735,1.23162,0.011153
1196,1.695224,1.577377,1.227521,0.009447
1197,1.69066,1.572723,1.225648,0.010563
1198,1.689536,1.574464,1.230538,0.008885
1199,1.696985,1.579881,1.236766,0.008587
1200,1.691048,1.575588,1.23171,0.008767
1201,1.704254,1.581511,1.235012,0.009773
1202,1.940106,1.808049,1.440867,0.206521
1203,1.686408,1.569942,1.223831,0.009793
1204,1.683703,1.566648,1.219205,0.008684
1205,1.739322,1.610343,1.259322,0.036892
1206,1.707535,1.582399,1.23488,0.009419
1207,1.74702,1.618618,1.262214,0.014593
1208,1.703838,1.582406,1.23565,0.00799
1209,1.703054,1.584161,1.237252,0.00781
1210,1.790217,1.644135,1.274261,0.017298
1211,1.78421,1.648782,1.280261,0.02069
1212,1.707313,1.589099,1.238799,0.010279
1213,1.817412,1.673639,1.297524,0.023679
1214,1.722301,1.59867,1.243799,0.011805
1215,1.704088,1.583848,1.235463,0.01116
1216,1.703325,1.585402,1.239062,0.010966
1217,1.698699,1.582801,1.233174,0.009662
1218,1.844115,1.69969,1.32112,0.028895
1219,1.808208,1.663284,1.293363,0.031336
1220,1.712251,1.594328,1.24982,0.015328
1221,1.701057,1.584181,1.241497,0.011846
1222,1.905712,1.779667,1.427238,0.193259
1223,1.709463,1.589827,1.236163,0.01444
1224,1.816767,1.693823,1.339111,0.113234
1225,1.709276,1.589355,1.239784,0.014794
1226,1.698768,1.582184,1.23497,0.014954
1227,1.904782,1.777538,1.423617,0.188959
1228,1.693864,1.577072,1.231474,0.011583
1229,1.692151,1.577114,1.231918,0.013566
1230,1.694995,1.580859,1.235747,0.012526
1231,1.702832,1.583606,1.236981,0.009391
1232,1.701868,1.581296,1.237647,0.010348
1233,1.696507,1.579625,1.234471,0.011132
1234,1.70141,1.586963,1.245741,0.013788
1235,1.704608,1.590417,1.248571,0.013428
1236,1.710822,1.595057,1.252143,0.019025
1237,1.720685,1.595702,1.245589,0.013754
1238,1.697693,1.582968,1.237682,0.015786
1239,1.702215,1.583342,1.236246,0.01786
1240,1.701702,1.587358,1.239985,0.016903
1241,1.703318,1.587094,1.241441,0.018172
1242,1.6941,1.578889,1.233423,0.015072
1243,1.714457,1.591748,1.242176,0.017957
1244,1.696777,1.580138,1.234318,0.016285
1245,1.696216,1.581449,1.23592,0.016903
1246,2.214668,2.065034,1.692845,0.454858
1247,1.697346,1.580928,1.233521,0.015703
1248,1.688343,1.573847,1.229255,0.014281
1249,1.89793,1.767231,1.412804,0.182079
1250,1.691728,1.57701,1.22784,0.014329
1251,1.700641,1.583529,1.235636,0.015259
1252,1.697721,1.582531,1.241032,0.015682
1253,1.695633,1.581331,1.237488,0.015814
1254,1.69761,1.583231,1.241864,0.015335
1255,1.715761,1.591575,1.245728,0.016473
1256,1.69625,1.583051,1.237904,0.015058
